City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
358,Turukhansk,RU,65.82,87.98,33.98,100,100,10.27,overcast clouds
359,Saint-Pierre,RE,-21.34,55.48,78.48,73,20,19.57,few clouds
360,Svetlaya,RU,46.54,138.33,32.5,81,2,4.7,clear sky
361,Ciudad Real,ES,39.00,-4.00,74.14,31,0,1.99,clear sky
362,Comodoro Rivadavia,AR,-45.87,-67.50,69.66,35,0,19.57,clear sky
363,Upernavik,GL,72.79,-56.15,-6.29,91,29,13.27,scattered clouds
364,Ugoofaaru,MV,5.67,73.00,84.97,71,19,7.63,few clouds
365,Mount Isa,AU,-20.73,139.50,71.37,43,37,0.0,light rain
366,Aldan,RU,58.60,125.39,16.16,97,98,3.31,light snow
367,Bystryy Istok,RU,52.37,84.39,51.67,38,4,2.17,clear sky
368,Terrace,CA,54.52,-128.60,37.0,54,79,1.86,broken clouds
369,Biloela,AU,-24.42,150.50,60.73,80,0,7.11,clear sky
370,Helena,US,46.59,-112.04,23.18,62,100,4.0,overcast clouds
371,Vila Velha,BR,-20.33,-40.29,82.35,61,0,20.0,clear sky
372,Port Blair,IN,11.67,92.75,82.87,70,2,4.52,clear sky
373,Gravdal,NO,68.12,13.50,37.51,75,99,8.1,overcast clouds
374,Swift Current,CA,50.28,-107.80,16.61,86,40,5.75,scattered clouds
375,Neustadt,DE,49.71,12.09,53.98,68,0,5.75,clear sky
376,Barra Do Garcas,BR,-15.89,-52.26,87.39,53,24,5.21,few clouds
377,Souillac,MU,-20.52,57.52,77.38,83,40,13.8,light rain
378,Shar,KZ,49.59,81.05,47.89,35,2,7.9,clear sky
379,Aksha,RU,50.28,113.29,37.89,52,100,11.03,overcast clouds
380,Minsk,BY,53.90,27.57,49.75,94,100,9.55,overcast clouds
381,Kasongo-Lunda,CD,-6.47,16.82,73.78,93,100,2.28,overcast clouds
382,Vilcun,CL,-38.65,-72.23,62.58,44,0,4.0,clear sky
383,Vestmannaeyjar,IS,63.44,-20.27,47.57,89,95,31.14,overcast clouds
384,Tuatapere,NZ,-46.13,167.68,57.69,74,85,10.87,light rain
385,Bin Qirdan,TN,33.14,11.22,65.19,69,50,15.68,scattered clouds
386,Dabhol,IN,17.60,73.17,79.88,71,92,3.56,overcast clouds
387,Soe,ID,-9.86,124.28,68.56,86,99,3.91,overcast clouds
388,Nizwa,OM,22.93,57.53,91.2,13,76,2.04,broken clouds
389,Palauig,PH,15.44,119.90,80.13,76,94,7.02,overcast clouds
390,Batemans Bay,AU,-35.72,150.18,63.1,84,100,4.14,overcast clouds
391,Puerto Escondido,MX,15.85,-97.07,86.83,74,0,5.75,clear sky
392,Roald,NO,62.58,6.13,54.52,81,20,11.5,few clouds
393,Sorland,NO,67.67,12.69,38.39,67,100,9.64,overcast clouds
394,Front Royal,US,38.92,-78.19,68.09,23,0,4.61,clear sky
395,Kaspiyskiy,RU,45.39,47.37,53.71,67,67,12.59,broken clouds
396,Itoman,JP,26.12,127.67,71.62,76,100,24.16,overcast clouds
397,Pailon,BO,-17.65,-62.75,77.9,33,22,5.7,few clouds
398,Ceuta,ES,35.89,-5.31,66.24,74,0,8.57,clear sky
399,Naze,JP,28.37,129.48,64.2,72,99,22.1,overcast clouds
400,Sao Gabriel,BR,-30.34,-54.32,67.05,55,0,5.12,clear sky
401,Sao Gotardo,BR,-19.31,-46.05,77.63,71,60,7.29,broken clouds
402,Honningsvag,NO,70.98,25.97,37.15,81,100,21.85,light rain
403,Port Macquarie,AU,-31.43,152.92,58.89,82,42,5.12,scattered clouds
404,Savalou,BJ,7.93,1.98,92.53,42,97,3.98,light rain
405,Cootamundra,AU,-34.65,148.03,56.19,72,74,2.82,broken clouds
406,Viedma,AR,-40.81,-63.00,70.41,33,0,20.47,clear sky
407,Ust-Kuyga,RU,70.02,135.60,-14.3,100,88,4.59,overcast clouds
408,Bani Walid,LY,31.76,13.99,84.15,19,0,10.63,clear sky
409,Opuwo,NA,-18.06,13.84,82.54,32,42,7.49,scattered clouds
410,Skegness,GB,53.14,0.34,53.1,85,97,13.8,overcast clouds
411,Charters Towers,AU,-20.10,146.27,65.08,77,2,7.76,clear sky
412,Alappuzha,IN,9.49,76.33,83.71,76,22,6.06,few clouds
413,Torbat-E Jam,IR,35.24,60.62,71.2,32,100,15.39,overcast clouds
414,Dong Hoi,VN,17.48,106.60,75.87,96,36,6.38,scattered clouds
415,Tigil,RU,57.80,158.67,23.5,94,100,12.84,light snow
416,Chokurdakh,RU,70.63,147.92,9.75,96,100,4.07,light snow
417,Pangnirtung,CA,66.15,-65.71,4.05,86,13,4.07,few clouds
418,Russell,US,32.35,-85.20,73.96,37,0,5.75,clear sky
419,Daitari,IN,21.10,85.75,80.31,62,43,2.89,scattered clouds
420,Wajir,KE,1.75,40.06,88.88,45,100,10.38,overcast clouds
421,Pochutla,MX,15.74,-96.47,90.82,44,15,5.93,few clouds
422,Otradnoye,RU,59.78,30.82,42.85,89,100,8.39,overcast clouds
423,Asau,RO,46.43,26.40,67.28,43,9,7.81,clear sky
424,Qasigiannguit,GL,68.82,-51.19,12.45,84,34,2.8,scattered clouds
425,Bud,US,39.45,-86.18,65.46,32,39,16.98,scattered clouds
426,Stykkisholmur,IS,65.08,-22.73,45.01,85,100,13.2,light rain
427,Guerrero Negro,MX,27.98,-114.06,62.47,67,100,16.91,overcast clouds
428,Andenes,NO,69.31,16.12,40.98,65,100,9.22,overcast clouds
429,Katiola,CI,8.13,-5.10,90.99,43,100,4.97,overcast clouds
430,Verkhnevilyuysk,RU,63.45,120.32,23.74,92,100,7.02,overcast clouds
431,Puerto Carreno,CO,6.19,-67.49,83.53,64,100,3.36,overcast clouds
432,Bambanglipuro,ID,-7.95,110.28,78.06,89,98,3.87,overcast clouds
433,Sarab,IR,38.61,44.99,54.64,23,1,7.25,clear sky
434,Zabol,AF,32.25,67.25,67.96,11,27,9.55,scattered clouds
435,Mareeba,AU,-17.00,145.43,68.72,95,63,2.53,broken clouds
436,Kedrovyy,RU,56.17,91.82,41.41,85,87,4.0,overcast clouds
437,Ryotsu,JP,38.08,138.43,48.81,95,100,9.64,light rain
438,Uyar,RU,55.81,94.32,40.48,65,100,9.66,overcast clouds
439,Iskateley,RU,67.68,53.15,19.67,93,79,7.9,broken clouds
440,Gold Coast,AU,-28.00,153.43,66.27,87,75,6.91,light rain
441,Kajaani,FI,64.23,27.73,39.25,52,53,6.91,broken clouds
442,Thibodaux,US,29.80,-90.82,75.18,86,50,5.01,scattered clouds
443,Mehamn,NO,71.04,27.85,35.56,99,99,15.5,light rain
444,Daru,PG,-9.08,143.21,80.8,87,100,12.17,overcast clouds
445,Kupang,ID,-10.17,123.58,79.93,82,75,8.48,broken clouds
446,Ambulu,ID,-8.35,113.61,76.98,89,60,3.04,broken clouds
447,Mizdah,LY,31.45,12.98,80.33,21,0,13.42,clear sky
448,Kirakira,SB,-10.45,161.92,79.32,84,63,4.09,broken clouds
449,San Vicente,AR,-26.62,-54.13,68.36,34,0,4.92,clear sky
450,Kavaratti,IN,10.57,72.64,83.8,71,41,0.98,scattered clouds
451,Paragominas,BR,-2.97,-47.48,83.88,75,54,4.18,broken clouds
452,Waipawa,NZ,-41.41,175.52,49.19,83,8,11.54,clear sky
453,Santa Maria,BR,-29.68,-53.81,65.82,55,0,5.77,clear sky
454,Graaff-Reinet,ZA,-32.25,24.53,53.92,81,100,13.06,light rain
455,Nara,JP,34.69,135.80,55.49,57,100,10.0,overcast clouds
456,Ishigaki,JP,24.34,124.16,71.46,78,97,26.89,overcast clouds
457,Eyl,SO,7.98,49.82,82.74,77,72,11.74,broken clouds
458,Tshikapa,CD,-6.42,20.80,76.8,88,98,3.06,light rain
459,Camapua,BR,-19.53,-54.04,81.0,50,0,5.61,clear sky
460,Tazovskiy,RU,67.47,78.70,23.0,90,41,15.26,scattered clouds
461,Nuuk,GL,64.18,-51.72,21.81,63,40,35.68,scattered clouds
462,Huaihua,CN,27.55,109.96,49.08,98,100,7.34,overcast clouds
463,Ewa Beach,US,21.32,-158.01,73.35,66,0,12.66,clear sky
464,Te Anau,NZ,-45.42,167.72,54.32,82,80,10.69,light rain
465,Kerrobert,CA,51.92,-109.13,19.45,84,100,5.06,light snow
466,Wawa,NG,9.90,4.42,96.37,36,49,4.43,scattered clouds
467,Kudat,MY,6.88,116.85,78.75,82,13,5.35,few clouds
468,Berdigestyakh,RU,62.10,126.70,22.66,96,97,4.7,overcast clouds
469,Port Hardy,CA,50.70,-127.42,39.74,63,66,4.7,broken clouds
470,Geilo,NO,60.53,8.21,35.69,96,68,2.21,broken clouds
471,Odweyne,SO,9.41,45.06,87.33,24,94,6.15,overcast clouds
472,Grenfell,AU,-33.90,148.17,57.99,64,97,3.91,overcast clouds
473,San Quintin,MX,30.48,-115.95,61.25,68,79,15.23,broken clouds
474,Yar-Sale,RU,66.83,70.83,23.29,85,97,9.06,overcast clouds
475,Lashio,MM,22.93,97.75,73.67,59,89,1.81,overcast clouds
476,Maryville,US,35.76,-83.97,70.07,31,75,3.44,broken clouds
477,Belmonte,BR,-15.86,-38.88,88.0,65,15,14.18,few clouds
478,Alice Springs,AU,-23.70,133.88,76.55,32,4,9.22,clear sky
479,Tianpeng,CN,30.99,103.94,47.28,96,100,4.47,overcast clouds
480,Laguna,US,38.42,-121.42,56.75,77,0,8.05,clear sky
481,Ust-Maya,RU,60.42,134.53,21.16,98,100,3.47,overcast clouds
482,Lecco,IT,45.85,9.39,78.85,38,26,3.0,scattered clouds
483,Meru,KE,0.05,37.66,67.28,64,98,7.85,overcast clouds
484,Jega,NG,12.22,4.38,94.28,37,66,2.66,broken clouds
485,Dolores,AR,-36.31,-57.68,67.59,45,0,6.51,clear sky
486,Komsomolskiy,UZ,40.43,71.72,72.32,30,0,0.0,clear sky
487,Sioux Lookout,CA,50.10,-91.92,15.87,73,100,11.5,overcast clouds
488,Cap Malheureux,MU,-19.98,57.61,76.46,85,5,5.99,clear sky
489,Vangaindrano,MG,-23.35,47.60,74.61,91,32,6.31,light rain
490,Flin Flon,CA,54.77,-101.86,18.68,57,100,11.23,overcast clouds
491,Sindor,RU,62.86,51.89,28.36,79,100,9.37,overcast clouds
492,Aracati,BR,-4.56,-37.77,88.38,56,52,10.02,broken clouds
493,Lexington,US,37.99,-84.48,65.52,31,0,12.66,clear sky
494,Belen,TR,36.49,36.22,64.54,30,0,11.5,clear sky
495,Catalao,BR,-18.17,-47.95,81.79,51,24,5.3,few clouds
496,Antofagasta,CL,-23.65,-70.40,65.48,65,2,9.44,clear sky
497,Shimoda,JP,34.67,138.95,49.1,93,100,14.83,overcast clouds
498,Pundaguitan,PH,6.37,126.17,81.7,76,97,5.7,overcast clouds
499,Jaciara,BR,-15.97,-54.97,81.12,70,88,3.62,overcast clouds
500,Sinegorskiy,RU,48.01,40.84,54.09,64,69,6.42,broken clouds
501,Mandalgovi,MN,45.76,106.27,31.68,39,84,0.56,broken clouds
502,Huancayo,PE,-12.07,-75.23,62.08,48,25,2.98,scattered clouds
503,Bestobe,KZ,52.50,73.10,60.62,33,4,10.87,clear sky
504,Bontang,ID,0.13,117.50,81.93,80,89,5.46,overcast clouds
505,Ahuimanu,US,21.44,-157.84,73.11,74,40,12.66,scattered clouds
506,Olga,RU,43.74,135.29,36.59,69,16,2.01,few clouds
507,Kendari,ID,-3.94,122.50,75.69,94,43,2.26,scattered clouds
508,Coahuayana,MX,18.73,-103.68,85.21,33,100,3.18,overcast clouds
509,Medea,DZ,36.26,2.75,50.43,93,100,9.51,light rain
510,El Vigia,VE,8.62,-71.65,87.42,62,93,5.91,overcast clouds
511,Lazi,UA,48.07,24.23,55.53,69,100,2.89,overcast clouds
512,Gazimurskiy Zavod,RU,51.55,118.33,25.88,83,94,2.98,overcast clouds
513,Susanville,US,40.42,-120.65,41.92,68,95,5.01,overcast clouds
514,Nantucket,US,41.28,-70.10,64.54,36,0,11.5,clear sky
515,Panjakent,TJ,39.50,67.61,66.22,45,3,0.63,clear sky
516,Kavieng,PG,-2.57,150.80,81.97,79,61,9.86,broken clouds
517,Bigaan,PH,8.32,126.28,74.61,93,60,1.3,moderate rain
518,Jackson,US,42.42,-122.83,41.76,77,0,4.61,clear sky
519,Tocopilla,CL,-22.09,-70.20,68.43,61,2,9.19,clear sky
520,Coquimbo,CL,-29.95,-71.34,64.13,59,20,6.91,few clouds
521,Simao,CN,22.79,100.97,68.97,51,57,1.86,broken clouds
522,Villarrica,PY,-25.75,-56.43,68.97,49,0,4.09,clear sky
523,Sokolo,ML,14.73,-6.12,104.16,7,45,5.32,scattered clouds
524,Moose Factory,CA,51.26,-80.61,36.9,74,56,9.42,broken clouds
525,Kamina,CD,-8.74,24.99,70.59,89,94,3.78,light rain
526,Poretskoye,RU,55.20,46.33,37.42,77,50,7.61,scattered clouds
527,Laguna De Perlas,NI,12.34,-83.67,82.56,65,84,11.16,broken clouds
528,Nishihara,JP,26.18,127.76,70.88,78,100,24.16,overcast clouds
529,Carauari,BR,-4.88,-66.90,73.15,98,100,1.86,overcast clouds
530,Barra Patuca,HN,15.80,-84.28,85.28,61,51,9.75,broken clouds
531,Sayyan,YE,15.17,44.32,66.4,39,1,6.73,clear sky
532,Santa Rosa,PH,14.31,121.11,82.38,81,72,4.72,broken clouds
533,Puerto Narino,CO,-3.77,-70.38,73.45,98,100,0.43,overcast clouds
534,Portree,GB,57.41,-6.19,56.52,78,100,5.12,overcast clouds
535,Coos Bay,US,43.37,-124.22,43.23,96,0,6.91,clear sky
536,Kysyl-Syr,RU,63.90,122.76,17.2,90,97,8.72,overcast clouds
537,Dzerzhinskoye,RU,56.83,95.23,37.44,81,100,3.71,overcast clouds
538,Acapulco,MX,16.86,-99.89,84.02,65,75,5.75,broken clouds
539,Dandong,CN,40.13,124.39,48.96,25,0,3.4,clear sky
540,Samarai,PG,-10.62,150.67,81.82,78,76,9.71,broken clouds
541,Chipinge,ZW,-20.19,32.62,68.34,88,49,7.0,scattered clouds
542,Muroto,JP,33.28,134.15,59.45,78,100,7.9,overcast clouds
543,Sarangani,PH,5.40,125.46,82.33,76,100,10.51,overcast clouds
544,Hami,CN,42.80,93.45,46.89,31,48,11.07,scattered clouds
545,Bilma,NE,18.69,12.92,104.34,5,92,15.41,overcast clouds
546,Salinas,US,36.68,-121.66,56.01,84,100,3.44,mist
547,Haimen,CN,23.19,116.61,67.35,78,48,26.66,scattered clouds
548,Westport,US,41.14,-73.36,66.61,26,0,14.97,clear sky
549,Kuopio,FI,62.89,27.68,40.95,45,0,10.36,clear sky
550,Sao Jose Da Coroa Grande,BR,-8.90,-35.15,85.75,61,61,9.75,broken clouds
551,Moerai,PF,-22.43,-151.33,80.6,72,50,12.17,scattered clouds
552,Conceicao Do Araguaia,BR,-8.26,-49.26,86.0,65,87,4.14,overcast clouds
553,Surgut,RU,61.25,73.42,48.38,76,0,6.71,clear sky
554,Vardo,NO,70.37,31.11,34.36,77,57,8.48,broken clouds
555,Boralday,KZ,43.36,76.86,62.46,39,20,0.0,few clouds
556,Maceio,BR,-9.67,-35.74,90.84,55,40,6.91,scattered clouds
557,Abashiri,JP,44.02,144.27,31.95,72,90,3.44,overcast clouds
558,Cayenne,GF,4.93,-52.33,86.04,13,20,17.27,few clouds
559,Dalbandin,PK,28.89,64.41,86.27,8,18,0.29,few clouds
560,Preobrazheniye,RU,42.90,133.91,38.86,70,26,6.33,scattered clouds
561,Gazojak,TM,41.19,61.40,77.13,32,97,21.36,overcast clouds
562,Lavrentiya,RU,65.58,-171.00,27.43,88,99,17.4,overcast clouds
563,Panjab,AF,34.39,67.02,51.96,21,2,8.08,clear sky
564,Lokoja,NG,7.80,6.74,97.52,35,76,2.33,broken clouds
565,Caravelas,BR,-17.71,-39.25,80.08,86,65,11.7,broken clouds
566,The Valley,AI,18.22,-63.06,83.1,65,40,17.27,scattered clouds
567,Camopi,GF,3.17,-52.32,86.11,59,79,5.99,broken clouds
568,Fortuna,US,40.60,-124.16,41.67,94,20,4.61,few clouds
569,Oktyabrskoye,RU,43.06,44.74,53.74,58,40,13.42,scattered clouds
570,Banikoara,BJ,11.30,2.44,96.33,30,97,9.06,overcast clouds
571,Carutapera,BR,-1.20,-46.02,81.01,87,99,8.3,overcast clouds
572,Megion,RU,61.03,76.11,50.02,100,100,11.03,overcast clouds
573,Batagay-Alyta,RU,67.80,130.41,-6.09,99,24,6.29,few clouds
574,Margate,GB,51.38,1.39,54.7,84,100,4.0,overcast clouds
575,Nabire,ID,-3.37,135.48,76.06,92,97,3.2,overcast clouds
576,Harper,LR,4.38,-7.72,83.19,71,98,8.39,overcast clouds
577,Izumo,JP,35.37,132.77,47.41,75,85,10.22,overcast clouds
578,Champerico,GT,14.30,-91.92,91.94,62,58,8.03,broken clouds
579,Bumba,CD,2.18,22.47,76.96,79,100,2.1,overcast clouds
580,Hohhot,CN,40.81,111.65,46.06,18,3,6.85,clear sky
581,Babina,IN,25.25,78.47,94.19,9,5,7.94,clear sky
582,Nieves,PH,15.33,120.95,80.11,80,100,2.08,overcast clouds
583,Haines Junction,CA,60.75,-137.51,19.0,76,14,2.84,few clouds
584,Goundam,ML,16.41,-3.67,104.54,6,48,1.9,scattered clouds
585,Vanimo,PG,-2.67,141.30,78.67,88,86,4.38,overcast clouds
586,Aranos,NA,-24.13,19.12,67.66,56,62,13.11,moderate rain
587,Brae,GB,60.40,-1.35,48.92,80,92,16.46,overcast clouds
588,Biak,ID,-0.91,122.88,76.69,85,93,0.78,light rain
589,Visby,SE,57.64,18.30,44.06,52,0,18.41,clear sky
590,Havoysund,NO,71.00,24.66,37.63,98,100,25.05,light rain
591,Uruzgan,AF,32.83,66.00,69.06,15,80,0.78,broken clouds
592,Aden,YE,12.78,45.04,82.99,74,30,17.4,scattered clouds
593,Gobabis,NA,-22.45,18.97,76.53,31,86,14.43,overcast clouds
594,Keita,NE,14.76,5.77,101.75,19,100,13.0,overcast clouds
595,Buala,SB,-8.14,159.59,76.95,87,100,2.55,light rain
596,Sao Joao Da Barra,BR,-21.64,-41.05,77.09,57,98,23.71,overcast clouds
597,Phonhong,LA,18.50,102.42,82.11,49,0,2.28,clear sky
598,Takayama,JP,36.13,137.25,46.22,98,100,5.84,overcast clouds
599,Sompeta,IN,18.93,84.60,83.26,75,96,15.88,overcast clouds
600,Tigzirt,DZ,36.89,4.12,60.15,85,95,9.13,overcast clouds
601,Honiara,SB,-9.43,159.95,77.2,89,100,2.48,overcast clouds
602,Mogadishu,SO,2.04,45.34,82.81,75,79,14.54,broken clouds
603,Anaco,VE,9.44,-64.47,92.43,36,98,10.98,overcast clouds
604,Humberto De Campos,BR,-2.60,-43.46,83.14,80,94,6.73,overcast clouds
605,Srednekolymsk,RU,67.45,153.68,10.56,97,100,3.2,overcast clouds
606,Bonthe,SL,7.53,-12.51,86.16,62,47,12.75,scattered clouds
607,Agadez,NE,19.75,10.25,104.18,5,24,16.15,few clouds
608,Bridlington,GB,54.08,-0.19,58.93,91,100,15.99,overcast clouds
609,Bay Roberts,CA,47.60,-53.26,42.66,64,24,7.0,few clouds
610,Torremolinos,ES,36.62,-4.50,74.21,58,20,11.5,few clouds
611,Husavik,IS,66.04,-17.34,48.72,67,99,13.02,overcast clouds
612,Chilliwack,CA,49.17,-121.94,42.42,70,89,1.32,overcast clouds
613,Emerald,AU,-23.53,148.17,63.34,60,0,6.69,clear sky
614,Fairbanks,US,64.84,-147.72,25.14,44,20,11.5,few clouds
615,Grand-Lahou,CI,5.14,-5.02,83.93,68,94,10.85,overcast clouds
616,Cheney,US,47.49,-117.58,33.31,84,75,12.66,mist
617,Dali,CN,25.70,100.18,58.23,72,10,5.46,clear sky
618,Baringo,KE,0.47,35.97,86.54,28,100,15.59,overcast clouds
619,Mahon,ES,39.89,4.27,61.36,72,0,11.5,clear sky
620,Vaitape,PF,-16.52,-151.75,81.86,71,9,17.65,clear sky
621,Dharchula,IN,29.85,80.53,64.54,35,80,7.83,broken clouds
622,Havelock,US,34.88,-76.90,71.98,36,20,19.57,few clouds
623,Obera,AR,-27.49,-55.12,67.77,41,0,5.12,clear sky
624,Millau,FR,44.08,2.92,73.53,45,20,8.37,few clouds
625,Dubuque,US,42.48,-90.87,37.99,47,20,17.27,few clouds
626,Paramonga,PE,-10.67,-77.83,70.27,75,66,10.89,broken clouds
627,Mount Pleasant,US,32.79,-79.86,74.98,39,0,24.16,clear sky
628,Johnstown,US,40.33,-78.92,63.3,25,0,21.85,clear sky
629,Beloha,MG,-25.17,45.05,80.49,65,99,3.69,overcast clouds
630,Piacabucu,BR,-10.41,-36.43,89.76,56,72,14.83,broken clouds
631,Marienburg,PL,54.04,19.03,41.88,90,100,17.29,overcast clouds
632,Alice Town,BS,25.72,-79.30,77.56,72,77,4.23,broken clouds
633,Port Hedland,AU,-20.32,118.57,82.45,78,39,5.75,scattered clouds
634,Ekibastuz,KZ,51.67,75.37,59.25,27,0,10.2,clear sky
635,Kempen,DE,51.37,6.42,59.25,83,75,6.91,broken clouds
636,Glens Falls,US,43.31,-73.64,63.1,28,0,13.8,clear sky
637,Mao,ES,39.89,4.27,61.36,72,0,11.5,clear sky
638,Weyburn,CA,49.67,-103.85,15.85,88,100,12.68,overcast clouds
639,Pindamonhangaba,BR,-22.92,-45.46,66.29,76,98,4.5,overcast clouds
640,Acarau,BR,-2.89,-40.12,85.08,70,80,9.08,broken clouds
641,Lasa,IT,46.62,10.70,69.37,80,96,6.11,overcast clouds
642,Okhotsk,RU,59.38,143.30,10.74,92,45,5.19,scattered clouds
643,Diffa,NE,13.32,12.61,104.65,14,100,3.49,overcast clouds
644,Broken Hill,AU,-31.95,141.43,66.47,39,7,7.58,clear sky
645,Kyshtovka,RU,56.55,76.63,50.43,65,83,8.81,broken clouds
646,Bella Union,UY,-30.28,-57.60,66.83,48,0,6.62,clear sky
647,Auray,FR,47.67,-2.99,72.68,60,19,5.39,few clouds
648,Jaisalmer,IN,26.91,70.92,92.05,4,0,3.49,clear sky
649,Vitim,RU,59.45,112.56,9.18,97,72,1.72,broken clouds
650,Katherine,AU,-14.47,132.27,77.32,69,100,4.61,haze
651,Teya,RU,60.38,92.63,35.47,99,100,3.0,overcast clouds
652,Zinder,NE,13.81,8.99,92.66,28,87,19.19,overcast clouds
653,Sur,OM,22.57,59.53,92.1,34,34,7.49,scattered clouds
654,Lumding,IN,25.75,93.17,78.13,73,50,3.15,scattered clouds
655,Druzhba,UA,52.04,33.95,54.07,65,99,7.78,overcast clouds
656,Nuwara Eliya,LK,6.97,80.78,59.7,95,87,0.47,overcast clouds
657,Bulawayo,ZW,-20.15,28.58,67.73,73,94,8.25,light rain
658,Buraydah,SA,26.33,43.98,89.01,15,14,11.48,few clouds
659,Goure,NE,13.98,10.27,99.01,19,97,11.81,overcast clouds
660,Gerash,IR,27.67,54.14,82.36,20,100,14.18,overcast clouds
661,Arroyo,ES,41.61,-4.80,75.15,43,20,6.91,few clouds
662,Constantine,DZ,36.37,6.61,54.81,94,75,5.75,light rain
663,Necochea,AR,-38.55,-58.74,65.44,48,0,12.26,clear sky
664,Chapais,CA,49.78,-74.85,37.18,58,88,14.34,overcast clouds
665,Palpa,PE,-14.53,-75.19,80.44,44,15,6.08,few clouds
666,Nileshwar,IN,12.25,75.10,82.83,77,20,1.54,few clouds
667,Hervey Bay,AU,-25.30,152.85,70.54,66,100,14.45,overcast clouds
668,Paita,PE,-5.09,-81.11,74.14,68,30,13.51,scattered clouds
669,Lahij,YE,13.17,44.58,82.22,31,51,6.24,broken clouds
670,Sokoni,TZ,-6.43,39.55,81.46,78,100,11.05,moderate rain
671,Lufilufi,WS,-13.87,-171.60,76.78,76,27,14.56,light rain
672,Kontagora,NG,10.40,5.47,96.93,32,46,4.79,scattered clouds
673,Trincomalee,LK,8.57,81.23,83.35,79,36,7.23,scattered clouds
674,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,24.78,68,9,9.19,clear sky
675,Kidal,ML,18.44,1.41,100.02,7,70,18.9,broken clouds
676,Keuruu,FI,62.27,24.70,42.98,73,51,9.08,broken clouds
677,Uige,AO,-7.61,15.06,73.29,86,99,2.04,overcast clouds
678,Bandarbeyla,SO,9.49,50.81,83.08,80,74,12.46,broken clouds
679,Sibu,MY,2.30,111.82,73.92,97,92,0.56,overcast clouds
